source,settlementDate,settlementPeriod,periodStartUTC,systemBuyPriceGBPperMWh,systemSellPriceGBPperMWh,netImbalanceVolumeMWh,fetchedAtUTC
Elexon BMRS System Prices,2026-01-01,1,2026-01-01T00:00:00Z,46.67,46.67,-300.65,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,2,2026-01-01T00:30:00Z,54.01,54.01,-14.57,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,3,2026-01-01T01:00:00Z,91.90,91.90,150.43,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,4,2026-01-01T01:30:00Z,92.00,92.00,392.14,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,5,2026-01-01T02:00:00Z,91.90,91.90,175.38,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,6,2026-01-01T02:30:00Z,92.00,92.00,134.18,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,7,2026-01-01T03:00:00Z,70.00,70.00,72.85,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,8,2026-01-01T03:30:00Z,68.00,68.00,23.79,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,9,2026-01-01T04:00:00Z,41.51,41.51,-135.32,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,10,2026-01-01T04:30:00Z,37.64,37.64,-13.83,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,11,2026-01-01T05:00:00Z,66.41,66.41,23.66,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,12,2026-01-01T05:30:00Z,34.98,34.98,-136.37,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,13,2026-01-01T06:00:00Z,-8.28,-8.28,-36.24,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,14,2026-01-01T06:30:00Z,41.12,41.12,-99.94,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,15,2026-01-01T07:00:00Z,35.26,35.26,-133.05,2026-05-26T01:50:49.647040Z
Elexon BMRS System Prices,2026-01-01,16,2026-01-01T07:30:00Z,65.84,65.84,46.82,2026-05-26T01:50:49.647040Z
