source,periodStartUTC,fuelType,generationMW,publishTimeUTC,fetchedAtUTC
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,BIOMASS,880.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,CCGT,3607.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,COAL,0.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTELEC,0.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTEW,-434.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTFR,-1519.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTGRNL,0.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTIFA2,-1026.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTIRL,-290.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTNED,1.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTNEM,-556.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTNSL,221.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,INTVKL,185.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,NPSHYD,736.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,NUCLEAR,5065.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,OCGT,0.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,OIL,0.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,OTHER,183.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,PS,-1259.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Sheffield Solar PVLive,2025-01-01T00:00:00Z,SOLAR,0.000,,2026-06-11T23:53:46.990416Z
Elexon BMRS FUELINST,2025-01-01T00:00:00Z,WIND,15944.000,2025-01-01T00:05:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,BIOMASS,902.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,CCGT,3634.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,COAL,0.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTELEC,0.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTEW,-421.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTFR,-1516.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTGRNL,0.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTIFA2,-1026.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTIRL,-265.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTNED,1.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTNEM,-566.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
Elexon BMRS FUELINST,2025-01-01T00:05:00Z,INTNSL,109.000,2025-01-01T00:10:00Z,2026-06-11T23:53:46.112379Z
